Datatable from 01/09/2023 06:00:00 to 19/09/2023 18:00:00,,,,,,,,,,,,,,,,,,
,POI - POI - Active Power - total (MW),,T05_WS - ( T05_WS ) Weather Station - Global Horizontal Irradiance - ( W/m2 ),,T15_WS - ( T15_WS ) Weather Station - Global Horizontal Irradiance - ( W/m2 ),,T05_WS - ( T05_WS ) Weather Station - Tilted Irradiance - ( W/m2 ),,T15_WS - ( T15_WS ) Weather Station - Tilted Irradiance - ( W/m2 ),,T05_WS - ( T05_WS ) Weather Station - Air Temperature ( degree ),,T15_WS - ( T15_WS ) Weather Station - Air Temperature ( degree ),,T05_WS - ( T05_WS ) Weather Station - Module Temperature ( degree ),,T15_WS - ( T15_WS ) Weather Station - Module Temperature ( degree ),
,POI_MMXU1_totW,,WSA_MET_RadGHI,,WSB_MET_RadGHI,,WSA_MET_RadPOA,,WSB_MET_RadPOA,,WSA_MET_AirTemp,,WSB_MET_AirTemp,,WSA_MET_PVTemp,,WSB_MET_PVTemp,
TimeStamp,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality
05/09/23 1:30,-0.115,Good,0,Good,0,Good,0,Good,0,Good,25.941,Good,-3276.8,Bad,25.1,Good,24.684,Good
05/09/23 2:00,-0.116,Good,0,Good,0,Good,0,Good,0,Good,25.884,Good,-3276.8,Bad,25.1,Good,24.805,Good
05/09/23 2:30,-0.116,Good,0,Good,0,Good,0,Good,0,Good,25.826,Good,-3276.8,Bad,25.1,Good,24.755,Good
05/09/23 3:00,-0.116,Good,0,Good,0,Good,0,Good,0,Good,25.768,Good,-3276.8,Bad,25.1,Good,24.882,Good
05/09/23 3:30,-0.117,Good,0,Good,0,Good,0,Good,0,Good,25.71,Good,-3276.8,Bad,24.725,Good,24.32,Good
05/09/23 4:00,-0.117,Good,0,Good,0,Good,0,Good,0,Good,25.621,Good,-3276.8,Bad,24.405,Good,24.158,Good
05/09/23 4:30,-0.117,Good,0,Good,0,Good,0,Good,0,Good,25.525,Good,-3276.8,Bad,24.435,Good,24.158,Good
05/09/23 5:00,-0.118,Good,0,Good,0,Good,0,Good,0,Good,25.429,Good,-3276.8,Bad,24.464,Good,24.248,Good
05/09/23 5:30,-0.118,Good,10.517,Good,2.024,Good,4.215,Good,1.868,Good,25.431,Good,-3276.8,Bad,24.493,Good,24.338,Good
05/09/23 6:00,-0.107,Good,12.8,Good,4.055,Good,9,Good,3.333,Good,25.476,Good,-3276.8,Bad,24.613,Good,24.428,Good
05/09/23 6:30,0.575,Good,22.312,Good,13.822,Good,14.906,Good,12.059,Good,25.447,Good,-3276.8,Bad,24.76,Good,24.518,Good
05/09/23 7:00,1.261,Good,31.889,Good,20.143,Good,23.37,Good,19.618,Good,25.329,Good,-3276.8,Bad,24.906,Good,24.608,Good
05/09/23 7:30,3.545,Good,55.138,Good,42.882,Good,45.533,Good,42.336,Good,25.454,Good,-3276.8,Bad,25.052,Good,24.698,Good
05/09/23 8:00,8.803,Good,107.624,Good,92.275,Good,100.219,Good,94.787,Good,25.659,Good,-3276.8,Bad,25.817,Good,25.638,Good
05/09/23 8:30,15.952,Good,180.179,Good,165.507,Good,183.378,Good,173.423,Good,26.288,Good,-3276.8,Bad,26.885,Good,26.598,Good
05/09/23 9:00,27.039,Good,296.46,Good,279.9,Good,308.814,Good,293.052,Good,27.023,Good,-3276.8,Bad,29.499,Good,29.269,Good
05/09/23 9:30,36.967,Good,434.242,Good,407.624,Good,450.07,Good,406.448,Good,28.587,Good,-3276.8,Bad,34.2,Good,33.899,Good
05/09/23 10:00,41.593,Good,550.468,Good,449.794,Good,558.904,Good,443.398,Good,30.018,Good,-3276.8,Bad,36.476,Good,35.807,Good
05/09/23 10:30,68.882,Good,899.883,Good,874.716,Good,913.039,Good,876.42,Good,31.41,Good,-3276.8,Bad,44.45,Good,43.396,Good
05/09/23 11:00,60.801,Good,429.886,Good,1130.967,Good,433.582,Good,1134.515,Good,32.576,Good,-3276.8,Bad,45.012,Good,47.685,Good
05/09/23 11:30,55.876,Good,518.492,Good,949.256,Good,526.638,Good,958.379,Good,33.027,Good,-3276.8,Bad,40.731,Good,41.474,Good
05/09/23 12:00,67.327,Good,1406.545,Bad,1375.571,Bad,1384.439,Bad,1293.088,Uncertain,32.217,Good,-3276.8,Bad,44.97,Good,44.259,Good
05/09/23 12:30,40.032,Good,507.474,Good,472.727,Good,494.143,Good,460.743,Good,32.852,Good,-3276.8,Bad,39.942,Good,41.597,Good
05/09/23 13:00,23.87,Good,241.325,Good,247.072,Good,252.469,Good,247.227,Good,30.827,Good,-3276.8,Bad,32.615,Good,32.909,Good
05/09/23 13:30,43.048,Good,489.831,Good,469.625,Good,489.608,Good,470.166,Good,30.626,Good,-3276.8,Bad,39.578,Good,38.458,Good
05/09/23 14:00,46.49,Good,457.895,Good,525.813,Good,463.278,Good,527.332,Good,32.922,Good,-3276.8,Bad,39.275,Good,40.946,Good
05/09/23 14:30,60.66,Good,358.743,Bad,954.599,Good,358.432,Bad,934.46,Good,32.687,Good,-3276.8,Bad,37.425,Good,39.258,Good
05/09/23 15:00,8.656,Good,63.739,Good,87.827,Good,70.134,Good,100.909,Good,28.515,Good,-3276.8,Bad,28.184,Good,28.189,Good
05/09/23 15:30,1.562,Good,29.36,Good,28.785,Good,24.775,Good,24.911,Good,27.033,Good,-3276.8,Bad,26.432,Good,25.862,Good
05/09/23 16:00,8.953,Good,99.818,Good,92.371,Good,103.181,Good,100.651,Good,26.321,Good,-3276.8,Bad,26.3,Good,26.057,Good
05/09/23 16:30,8.441,Good,99.802,Good,91.393,Good,100.119,Good,96.918,Good,26.731,Good,-3276.8,Bad,26.874,Good,27.72,Good
05/09/23 17:00,9.203,Good,115.815,Good,103.945,Good,110.101,Good,104.293,Good,27.42,Good,-3276.8,Bad,28.4,Good,28.458,Good
05/09/23 17:30,2.89,Good,44.981,Good,39.168,Good,40.927,Good,37.847,Good,27.97,Good,-3276.8,Bad,27.871,Good,27.638,Good
05/09/23 18:00,-0.233,Good,8.819,Good,5.435,Good,6.233,Good,2.979,Good,27.778,Good,-3276.8,Bad,26.649,Good,26.389,Good
05/09/23 18:30,-0.138,Good,7.243,Good,2,Good,3.76,Good,2,Good,27.586,Good,-3276.8,Bad,26.145,Good,25.995,Good
05/09/23 19:00,-0.137,Good,6.466,Good,2,Good,3.473,Good,2,Good,27.394,Good,-3276.8,Bad,25.824,Good,25.753,Good
05/09/23 19:30,-0.135,Good,5.688,Good,2,Good,3.187,Good,2,Good,27.202,Good,-3276.8,Bad,25.757,Good,25.617,Good
05/09/23 20:00,-0.134,Good,5,Good,2,Good,3,Good,2,Good,27.055,Good,-3276.8,Bad,25.71,Good,25.511,Good
05/09/23 20:30,-0.132,Good,0,Good,0,Good,0,Good,0,Good,26.96,Good,-3276.8,Bad,25.619,Good,25.405,Good
05/09/23 21:00,-0.131,Good,0,Good,0,Good,0,Good,0,Good,26.864,Good,-3276.8,Bad,25.516,Good,25.299,Good
05/09/23 21:30,-0.13,Good,0,Good,0,Good,0,Good,0,Good,26.769,Good,-3276.8,Bad,25.413,Good,25.194,Good
05/09/23 22:00,-0.128,Good,0,Good,0,Good,0,Good,0,Good,26.674,Good,-3276.8,Bad,25.309,Good,25.088,Good
05/09/23 22:30,-0.127,Good,0,Good,0,Good,0,Good,0,Good,26.578,Good,-3276.8,Bad,25.206,Good,24.982,Good
05/09/23 23:00,-0.125,Good,0,Good,0,Good,0,Good,0,Good,26.483,Good,-3276.8,Bad,25.103,Good,24.883,Good
05/09/23 23:30,-0.124,Good,0,Good,0,Good,0,Good,0,Good,26.387,Good,-3276.8,Bad,25.1,Good,24.807,Good
06/09/23 0:00,-0.122,Good,0,Good,0,Good,0,Good,0,Good,26.292,Good,-3276.8,Bad,24.994,Good,24.731,Good
06/09/23 0:30,-0.121,Good,0,Good,0,Good,0,Good,0,Good,26.197,Good,-3276.8,Bad,24.873,Good,24.655,Good
06/09/23 1:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,26.101,Good,-3276.8,Bad,24.578,Good,24.505,Good
06/09/23 1:30,-0.118,Good,0,Good,0,Good,0,Good,0,Good,25.995,Good,-3276.8,Bad,24.188,Good,24.15,Good
06/09/23 2:00,-0.117,Good,0,Good,0,Good,0,Good,0,Good,25.889,Good,-3276.8,Bad,23.606,Good,23.795,Good
06/09/23 2:30,-0.116,Good,0,Good,0,Good,0,Good,0,Good,25.783,Good,-3276.8,Bad,23.925,Good,23.489,Good
06/09/23 3:00,-0.116,Good,0,Good,0,Good,0,Good,0,Good,25.677,Good,-3276.8,Bad,23.338,Good,23.425,Good
06/09/23 3:30,-0.116,Good,0,Good,0,Good,0,Good,0,Good,25.57,Good,-3276.8,Bad,23.294,Good,23.548,Good
06/09/23 4:00,-0.115,Good,0,Good,0,Good,0,Good,0,Good,25.464,Good,-3276.8,Bad,24.2,Good,23.781,Good
06/09/23 4:30,-0.115,Good,0,Good,0,Good,0,Good,0,Good,25.358,Good,-3276.8,Bad,23.986,Good,23.521,Good
06/09/23 5:00,-0.115,Good,0,Good,0,Good,0,Good,0,Good,25.252,Good,-3276.8,Bad,23.079,Good,22.873,Good
06/09/23 5:30,-0.115,Good,11.347,Good,0,Good,4.003,Good,2.001,Good,25.145,Good,-3276.8,Bad,22.534,Good,22.493,Good
06/09/23 6:00,1.086,Good,27.481,Good,19.715,Good,22.519,Good,20.15,Good,25.039,Good,-3276.8,Bad,23.098,Good,22.886,Good
06/09/23 6:30,7.029,Good,95.818,Good,94.844,Good,92.496,Good,95.635,Good,25.71,Good,-3276.8,Bad,25.196,Good,24.897,Good
06/09/23 7:00,15.325,Good,182.369,Good,183.241,Good,182.959,Good,185.509,Good,26.837,Good,-3276.8,Bad,26.776,Good,26.706,Good
06/09/23 7:30,20.31,Good,229.165,Good,239.33,Good,229.662,Good,238.494,Good,28.124,Good,-3276.8,Bad,27.392,Good,29.263,Good
06/09/23 8:00,26.513,Good,277.123,Good,360.635,Good,293.559,Good,364.958,Good,29.665,Good,-3276.8,Bad,33.526,Good,34.078,Good
06/09/23 8:30,48.982,Good,291.856,Uncertain,606.819,Good,318.464,Good,624.959,Good,30.724,Good,-3276.8,Bad,38.234,Good,36.816,Good
06/09/23 9:00,55.467,Good,722.407,Good,745.423,Good,778.7,Good,761.545,Good,31.829,Good,-3276.8,Bad,43.799,Good,42.61,Good
06/09/23 9:30,64.498,Good,783.615,Good,521.014,Uncertain,825.949,Good,459.554,Uncertain,32.247,Good,-3276.8,Bad,44.178,Good,43.598,Good
06/09/23 10:00,69.003,Good,900.84,Good,927.011,Good,925.759,Good,938.249,Good,32.617,Good,-3276.8,Bad,49.03,Good,48.733,Good
06/09/23 10:30,57.309,Good,1059.292,Good,390.109,Good,1084.118,Good,389.476,Good,32.518,Good,-3276.8,Bad,42.797,Good,43.741,Good
06/09/23 11:00,59.087,Good,837.735,Good,665.441,Good,845.136,Good,667.326,Good,32.737,Good,-3276.8,Bad,51.811,Good,51.366,Good
06/09/23 11:30,72.216,Good,1120.502,Good,1204.418,Good,1154.607,Good,1215.205,Good,33.047,Good,-3276.8,Bad,52.979,Good,52.494,Good
06/09/23 12:00,65.742,Good,707.337,Good,1012.3,Good,722.416,Good,990.081,Good,33.176,Good,-3276.8,Bad,52.072,Good,50.537,Good
06/09/23 12:30,69.131,Good,1076.45,Good,869.546,Good,1009.67,Good,886.593,Good,33.054,Good,-3276.8,Bad,57.162,Good,49.832,Good
06/09/23 13:00,72.218,Good,1026.963,Good,1075.761,Good,1012.313,Good,1059.323,Good,33.1,Good,-3276.8,Bad,50.294,Good,47.98,Good
06/09/23 13:30,33.627,Good,401.65,Good,372.401,Good,397.475,Good,368.353,Good,32.511,Good,-3276.8,Bad,43.237,Good,40.684,Good
06/09/23 14:00,20.706,Good,242.091,Good,236.32,Good,234.859,Good,229.471,Good,32.139,Good,-3276.8,Bad,39.069,Good,38.366,Good
06/09/23 14:30,28.957,Good,339.482,Good,319.453,Good,323.645,Good,311.797,Good,31.942,Good,-3276.8,Bad,39.3,Good,37.59,Good
06/09/23 15:00,12.59,Good,157.853,Good,159.186,Good,147.587,Good,149.44,Good,31.84,Good,-3276.8,Bad,37.176,Good,35.8,Good
06/09/23 15:30,46.201,Good,595.139,Good,548.578,Good,535.884,Good,502.332,Good,33.689,Good,-3276.8,Bad,47.428,Good,43.782,Good
06/09/23 16:00,5.374,Good,92.808,Good,79.809,Good,79.919,Good,72.957,Good,32.048,Good,-3276.8,Bad,34.105,Good,33.175,Good
06/09/23 16:30,19.039,Good,263.567,Good,239.091,Good,225.021,Good,212.312,Good,32.789,Good,-3276.8,Bad,38.407,Good,37.281,Good
06/09/23 17:00,7.372,Good,128.314,Good,101.926,Good,104.309,Good,85.37,Good,32.337,Good,-3276.8,Bad,33.903,Good,33.106,Good
06/09/23 17:30,2.128,Good,35.12,Good,35.429,Good,33.442,Good,31.849,Good,30.782,Good,-3276.8,Bad,29.551,Good,29.147,Good
06/09/23 18:00,-0.218,Good,4.398,Good,5.521,Good,4.198,Good,3.641,Good,29.417,Good,-3276.8,Bad,26.781,Good,26.697,Good
06/09/23 18:30,-0.149,Good,0,Good,2,Good,2,Good,0,Good,28.256,Good,-3276.8,Bad,25.374,Good,25.059,Good
06/09/23 19:00,-0.147,Good,0,Good,0,Good,0,Good,0,Good,27.381,Good,-3276.8,Bad,24.624,Good,24.397,Good
06/09/23 19:30,-0.145,Good,0,Good,0,Good,0,Good,0,Good,27.039,Good,-3276.8,Bad,24.289,Good,24.323,Good
06/09/23 20:00,-0.143,Good,0,Good,0,Good,0,Good,0,Good,27.179,Good,-3276.8,Bad,25.777,Good,25.746,Good
06/09/23 20:30,-0.141,Good,0,Good,0,Good,0,Good,0,Good,27.778,Good,-3276.8,Bad,26.325,Good,26.139,Good
06/09/23 21:00,-0.139,Good,0,Good,0,Good,0,Good,0,Good,27.736,Good,-3276.8,Bad,26.145,Good,25.903,Good
06/09/23 21:30,-0.137,Good,0,Good,0,Good,0,Good,0,Good,27.625,Good,-3276.8,Bad,25.964,Good,25.667,Good
06/09/23 22:00,-0.136,Good,0,Good,0,Good,0,Good,0,Good,27.3,Good,-3276.8,Bad,25.838,Good,25.742,Good
06/09/23 22:30,-0.134,Good,0,Good,0,Good,0,Good,0,Good,27.091,Good,-3276.8,Bad,25.117,Good,24.987,Good
06/09/23 23:00,-0.132,Good,0,Good,0,Good,0,Good,0,Good,26.447,Good,-3276.8,Bad,24.339,Good,24.108,Good
06/09/23 23:30,-0.13,Good,0,Good,0,Good,0,Good,0,Good,26.164,Good,-3276.8,Bad,23.939,Good,23.814,Good
07/09/23 0:00,-0.128,Good,0,Good,0,Good,0,Good,0,Good,25.987,Good,-3276.8,Bad,23.539,Good,23.631,Good
07/09/23 0:30,-0.126,Good,0,Good,0,Good,0,Good,0,Good,25.81,Good,-3276.8,Bad,23.642,Good,23.545,Good
07/09/23 1:00,-0.124,Good,0,Good,0,Good,0,Good,0,Good,25.633,Good,-3276.8,Bad,24.1,Good,23.741,Good
07/09/23 1:30,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.456,Good,-3276.8,Bad,23.691,Good,23.536,Good
07/09/23 2:00,-0.12,Good,0,Good,0,Good,0,Good,0,Good,25.313,Good,-3276.8,Bad,23.104,Good,23.191,Good
07/09/23 2:30,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.424,Good,-3276.8,Bad,23.064,Good,23.1,Good
07/09/23 3:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.535,Good,-3276.8,Bad,22.981,Good,23.1,Good
07/09/23 3:30,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.647,Good,-3276.8,Bad,23.169,Good,23.31,Good
07/09/23 4:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.682,Good,-3276.8,Bad,22.713,Good,23.566,Good
07/09/23 4:30,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.648,Good,-3276.8,Bad,23.462,Good,23.671,Good
07/09/23 5:00,-0.118,Good,0,Good,0,Good,0,Good,0,Good,25.614,Good,-3276.8,Bad,23.958,Good,23.776,Good
07/09/23 5:30,-0.118,Good,8.742,Good,0,Good,3.951,Good,0,Good,25.57,Good,-3276.8,Bad,23.729,Good,23.745,Good
07/09/23 6:00,0.998,Good,23.375,Good,18.632,Good,19.75,Good,18.433,Good,25.52,Good,-3276.8,Bad,24.155,Good,24.12,Good
07/09/23 6:30,4.74,Good,65.597,Good,62.48,Good,63.34,Good,64.128,Good,26.023,Good,-3276.8,Bad,25.397,Good,25.232,Good
07/09/23 7:00,14.916,Good,170.64,Good,199.248,Good,184.261,Good,214.415,Good,27.194,Good,-3276.8,Bad,27.376,Good,27.417,Good
07/09/23 7:30,29.065,Good,329.117,Good,361.578,Good,376.584,Good,411.986,Good,29.593,Good,-3276.8,Bad,31.277,Good,32.887,Good
07/09/23 8:00,32.64,Good,462.105,Good,493.98,Good,507.786,Good,513.965,Good,30.747,Good,-3276.8,Bad,35.785,Good,36.381,Good
07/09/23 8:30,36.279,Good,578.331,Good,586.392,Good,633.08,Good,611.403,Good,31.796,Good,-3276.8,Bad,37.63,Good,37.782,Good
07/09/23 9:00,43.384,Good,300.682,Good,349.442,Good,312.72,Good,358.173,Good,31.574,Good,-3276.8,Bad,40.037,Good,39.778,Good
07/09/23 9:30,24.052,Good,264.933,Good,267.581,Good,267.811,Good,274.403,Good,31.072,Good,-3276.8,Bad,38.627,Good,36.662,Good
07/09/23 10:00,37.302,Good,374.64,Good,414.782,Good,383.898,Good,418.132,Good,30.883,Good,-3276.8,Bad,39.113,Good,38.434,Good
07/09/23 10:30,19.247,Good,227.105,Good,246.245,Good,201.848,Good,223.356,Good,30.21,Good,-3276.8,Bad,34.967,Good,34.518,Good
07/09/23 11:00,46.482,Good,442.388,Good,578.182,Good,427.455,Good,571.814,Good,31.512,Good,-3276.8,Bad,41.044,Good,41.234,Good
07/09/23 11:30,71.876,Good,1197.238,Good,1205.322,Good,1218.914,Good,1210.886,Good,33.463,Good,-3276.8,Bad,55.28,Good,53.54,Good
07/09/23 12:00,65.293,Good,421.656,Good,1023.512,Good,417.174,Good,1040.124,Good,33.637,Good,-3276.8,Bad,53.277,Good,50.723,Good
07/09/23 12:30,58.892,Good,412.894,Good,1174.623,Good,397.351,Good,1172.547,Good,34.297,Good,-3276.8,Bad,51.871,Good,49.427,Good
07/09/23 13:00,39.722,Good,391.932,Good,453.304,Good,402.794,Good,468.375,Good,34.313,Good,-3276.8,Bad,42.689,Good,43.637,Good
07/09/23 13:30,47.651,Good,814.406,Good,437.837,Good,805.684,Good,428.253,Good,33.357,Good,-3276.8,Bad,44.375,Good,43.06,Good
07/09/23 14:00,10.02,Good,138.522,Good,126.103,Good,131.501,Good,111.03,Good,31.202,Good,-3276.8,Bad,32.372,Good,31.987,Good
07/09/23 14:30,6.864,Good,88.607,Good,75.679,Good,86.176,Good,75.478,Good,29.018,Good,-3276.8,Bad,28.781,Good,29.032,Good
07/09/23 15:00,21.7,Good,244.77,Good,236.681,Good,246.227,Good,234.672,Good,27.074,Good,-3276.8,Bad,28.642,Good,28.445,Good
07/09/23 15:30,17.045,Good,205.399,Good,197.423,Good,200.911,Good,191.518,Good,28.861,Good,-3276.8,Bad,32.247,Good,32.282,Good
07/09/23 16:00,14.274,Good,174.484,Good,176.665,Good,160.034,Good,161.849,Good,30.082,Good,-3276.8,Bad,32.721,Good,33.158,Good
07/09/23 16:30,7.504,Good,103.471,Good,97.369,Good,93.185,Good,89.674,Good,29.609,Good,-3276.8,Bad,30.37,Good,30.185,Good
07/09/23 17:00,3.899,Good,65.243,Good,56.89,Good,56.235,Good,49.57,Good,29.137,Good,-3276.8,Bad,28.876,Good,28.741,Good
07/09/23 17:30,1.312,Good,29.194,Good,25.006,Good,24.53,Good,21.492,Good,28.635,Good,-3276.8,Bad,27.382,Good,27.298,Good
07/09/23 18:00,-0.188,Good,6.553,Good,4.69,Good,5.329,Good,3.364,Good,28.058,Good,-3276.8,Bad,26.334,Good,26.166,Good
07/09/23 18:30,-0.132,Good,5,Good,3,Good,2.844,Good,0,Good,27.492,Good,-3276.8,Bad,25.828,Good,25.731,Good
07/09/23 19:00,-0.131,Good,5,Good,3,Good,2,Good,0,Good,27.255,Good,-3276.8,Bad,25.562,Good,25.379,Good
07/09/23 19:30,-0.131,Good,5,Good,3,Good,2,Good,0,Good,27.018,Good,-3276.8,Bad,25.296,Good,25.034,Good
07/09/23 20:00,-0.13,Good,5,Good,0,Good,2,Good,0,Good,26.781,Good,-3276.8,Bad,25.03,Good,24.688,Good
07/09/23 20:30,-0.129,Good,0,Good,0,Good,0,Good,0,Good,26.545,Good,-3276.8,Bad,24.764,Good,24.343,Good
07/09/23 21:00,-0.128,Good,0,Good,0,Good,0,Good,0,Good,26.308,Good,-3276.8,Bad,24.498,Good,23.997,Good
07/09/23 21:30,-0.128,Good,0,Good,0,Good,0,Good,0,Good,26.071,Good,-3276.8,Bad,24.369,Good,24.046,Good
07/09/23 22:00,-0.127,Good,0,Good,0,Good,0,Good,0,Good,25.834,Good,-3276.8,Bad,24.319,Good,24.248,Good
07/09/23 22:30,-0.126,Good,0,Good,0,Good,0,Good,0,Good,25.726,Good,-3276.8,Bad,23.537,Good,23.675,Good
07/09/23 23:00,-0.125,Good,0,Good,0,Good,0,Good,0,Good,25.639,Good,-3276.8,Bad,23.006,Good,22.837,Good
07/09/23 23:30,-0.124,Good,0,Good,0,Good,0,Good,0,Good,25.552,Good,-3276.8,Bad,22.7,Good,22.8,Good
08/09/23 0:00,-0.124,Good,0,Good,0,Good,0,Good,0,Good,25.528,Good,-3276.8,Bad,22.7,Good,23.195,Good
08/09/23 0:30,-0.123,Good,0,Good,0,Good,0,Good,0,Good,25.597,Good,-3276.8,Bad,23.373,Good,23.302,Good
08/09/23 1:00,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.666,Good,-3276.8,Bad,24.31,Good,24.148,Good
08/09/23 1:30,-0.121,Good,0,Good,0,Good,0,Good,0,Good,25.735,Good,-3276.8,Bad,24.621,Good,24.436,Good
08/09/23 2:00,-0.121,Good,0,Good,0,Good,0,Good,0,Good,25.804,Good,-3276.8,Bad,24.684,Good,24.338,Good
08/09/23 2:30,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.873,Good,-3276.8,Bad,24.236,Good,24.239,Good
08/09/23 3:00,-0.121,Good,0,Good,0,Good,0,Good,0,Good,25.924,Good,-3276.8,Bad,23.745,Good,24.002,Good
08/09/23 3:30,-0.12,Good,0,Good,0,Good,0,Good,0,Good,25.963,Good,-3276.8,Bad,24.043,Good,24.127,Good
08/09/23 4:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,26.02,Good,-3276.8,Bad,25.03,Good,25.09,Good
08/09/23 4:30,-0.118,Good,0,Good,0,Good,0,Good,0,Good,26.364,Good,-3276.8,Bad,25.179,Good,25.054,Good
08/09/23 5:00,-0.117,Good,0,Good,0,Good,0,Good,0,Good,26.251,Good,-3276.8,Bad,24.431,Good,24.324,Good
08/09/23 5:30,-0.116,Good,10.2,Good,3.454,Good,4.393,Good,1.8,Good,26.122,Good,-3276.8,Bad,24.67,Good,24.418,Good
08/09/23 6:00,0.651,Good,21.494,Good,14.862,Good,16.756,Good,13.703,Good,26.374,Good,-3276.8,Bad,25.537,Good,25.254,Good
08/09/23 6:30,6.454,Good,87.208,Good,88.033,Good,83.808,Good,89.711,Good,26.689,Good,-3276.8,Bad,26.908,Good,26.823,Good
08/09/23 7:00,13.235,Good,141.275,Good,184.613,Good,138.736,Good,190.866,Good,27.58,Good,-3276.8,Bad,28.325,Good,28.124,Good
08/09/23 7:30,16.899,Good,178.049,Good,199.692,Good,183.627,Good,201.742,Good,28.471,Good,-3276.8,Bad,29.388,Good,29.243,Good
08/09/23 8:00,28.343,Good,484.527,Good,264.338,Good,523.114,Good,277.315,Good,29.388,Good,-3276.8,Bad,34.23,Good,34.572,Good
08/09/23 8:30,40.587,Good,296.424,Good,710.964,Good,301.011,Good,733.486,Good,30.609,Good,-3276.8,Bad,37.458,Good,37.529,Good
08/09/23 9:00,53.573,Good,612.305,Good,687.891,Good,658.533,Good,686.174,Good,31.384,Good,-3276.8,Bad,40.061,Good,38.022,Good
08/09/23 9:30,38.577,Good,475.085,Good,303.906,Good,523.465,Good,306.604,Good,32.1,Good,-3276.8,Bad,43.388,Good,42.148,Good
08/09/23 10:00,45.221,Good,365.476,Good,459.355,Good,375.476,Good,460.204,Good,33.029,Good,-3276.8,Bad,41.244,Good,40.35,Good
08/09/23 10:30,43.707,Good,332.858,Good,770.62,Good,333.678,Good,779.61,Good,33.2,Good,-3276.8,Bad,47.519,Good,42.552,Good
08/09/23 11:00,72.23,Good,1049.968,Good,1069.51,Good,1078.961,Good,1079.153,Good,33.815,Good,-3276.8,Bad,49.427,Good,51.065,Good
08/09/23 11:30,48.891,Good,370.553,Good,381.196,Good,382.161,Good,379.789,Good,33.457,Good,-3276.8,Bad,54.852,Good,48.916,Good
08/09/23 12:00,63.667,Good,1107.314,Good,1075.781,Good,1114.892,Good,1089.9,Good,33.443,Good,-3276.8,Bad,56.286,Good,54.781,Good
08/09/23 12:30,65.63,Good,1044.148,Good,1064.809,Good,1047.281,Good,1063.965,Good,34.133,Good,-3276.8,Bad,54.582,Good,56.748,Good
08/09/23 13:00,65.892,Good,950.187,Good,965.766,Good,942.124,Good,955.183,Good,34.657,Good,-3276.8,Bad,55.499,Good,54.945,Good
08/09/23 13:30,55.693,Good,760.049,Good,957.409,Good,733.111,Good,944.381,Good,-2153.507,Uncertain,-3276.8,Bad,55.53,Good,55.648,Good
08/09/23 14:00,63.3,Good,889.804,Good,893.61,Good,859.732,Good,870.331,Good,35.86,Good,-3276.8,Bad,55.115,Good,55.76,Good
08/09/23 14:30,34.212,Good,453.997,Good,454.165,Good,444.708,Good,447.899,Good,36.5,Good,-3276.8,Bad,51.271,Good,51.653,Good
08/09/23 15:00,29.233,Good,363.457,Good,365.582,Good,360.816,Good,361.791,Good,34.575,Good,-3276.8,Bad,43.404,Good,41.178,Good
08/09/23 15:30,7.214,Good,114.026,Good,86.415,Good,116.68,Good,82.283,Good,32.045,Good,-3276.8,Bad,33.173,Good,32.648,Good
08/09/23 16:00,5.76,Good,68.515,Good,73.637,Good,66.878,Good,71.914,Good,28.995,Good,-3276.8,Bad,28.813,Good,28.557,Good
08/09/23 16:30,0.822,Good,17.479,Good,17.731,Good,13.147,Good,13.657,Good,27.415,Good,-3276.8,Bad,25.584,Good,26.207,Good
08/09/23 17:00,-0.166,Good,3.093,Good,3.668,Good,2.769,Good,1,Good,26.451,Good,-3276.8,Bad,24.424,Good,24.471,Good
08/09/23 17:30,-0.13,Good,1,Good,2,Good,0,Good,0,Good,26.285,Good,-3276.8,Bad,24.365,Good,24.347,Good
08/09/23 18:00,-0.117,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,26.12,Good,-3276.8,Bad,24.399,Uncertain,24.101,Uncertain
08/09/23 18:30,-0.116,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.954,Good,-3276.8,Bad,24.398,Uncertain,24.102,Uncertain
08/09/23 19:00,-0.116,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.83,Good,-3276.8,Bad,24.397,Uncertain,24.104,Uncertain
08/09/23 19:30,-0.116,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.726,Good,-3276.8,Bad,24.395,Uncertain,24.105,Uncertain
08/09/23 20:00,-0.116,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.391,Good,-3276.8,Bad,24.394,Uncertain,24.106,Uncertain
